cust_id,count_accts,cm_age,flag_top_ed_spender,flag_cust_fee_paid_6m,pre6m_cust_spend,pre6m_cust_roc_cnt,pre6m_cust_non_disc_amt,pre6m_cust_non_disc_cnt,pre6m_cust_disc_amt,pre6m_cust_disc_cnt,pre6m_cust_outbound_amt,pre6m_cust_online_amt,pre6m_cust_online_cnt,pre6m_cust_travel_amt,pre6m_cust_travel_cnt,pre6m_cust_retail_amt,pre6m_cust_retail_cnt,pre6m_cust_myca_active,pre6m_cust_mob_logins,pre6m_total_mc_trs,acq_sub_chn,acq_type_grp,fee_type_grp,Cust_tenure,pre6m_spend_active_ind,highly_utilized_ind,min_pay_ind,paid_in_full_ind,sum_total_line_amt,direct_debit_ind,referrals,spillover,self_accts,Customer Low Quality indicator,cdss_most_rcnt_prob,cust_max_credit_12m_amt,cust_max_remit_12m_amt,cbr_3_score,cnsumr_chrg_actv_cust_cnt,cnsumr_chrg_avg_credit_12m_amt,cnsumr_lend_actv_cust_cnt,cnsumr_lend_tot_util_ratio,sow_revol_avg_paydown_pct,sow_tot_annual_ext_pmt_amt,sow_tot_revol_bal_amt,sow_tot_revol_cnt,sow_tot_trans_bal_amt,sow_tot_trans_cnt
571393,1,66,0,0, 73 ,8, 12 ,2, 62 ,6, 16 , 73 ,16, -   ,0, 32 ,4,4,4, (2),Search,external,no_fee,27,1,0,0,1," 16,000 ",0,0,0,0,0,0.001, 42 , 42 ,1346,0, -   ,1,-0.000132,0, -   , -   ,0, -   ,0
571394,1,43,1,1," 1,401 ",180, 174 ,78," 1,227 ",102, 703 , 805 ,28, 762 ,22, 283 ,100,4,6, (9),Unreferred,spillover,full_fee,11,1,0,0,0," 17,000 ",0,1,0,0,0,0, 923 , 923 ,1182,0, 116 ,1,0.002285,0, -   , -   ,0, -   ,0
571395,1,37,1,0, 732 ,94, 23 ,2, 708 ,92, 241 , 656 ,180, 303 ,32, 182 ,44,6,7, (3),In House,others,no_fee,15,1,0,0,1," 40,000 ",0,0,0,0,0,0, 941 , 914 ,1285,0, -   ,1,0.020116,0," 3,595 ", -   ,0, 3 ,2
571396,1,53,1,0," 7,239 ",980," 1,984 ",272," 5,256 ",708," 2,049 "," 1,722 ",412, 148 ,14," 4,831 ",620,0,0, 71 ,Unreferred,external,no_fee,9,1,1,0,0," 8,667 ",0,1,0,0,0,0.008, 972 , 969 ,884,0, -   ,1,0.770562,0, -   , -   ,0, -   ,0
571397,1,46,1,0," 9,976 ",1036," 3,456 ",318," 6,520 ",718, 829 ," 5,290 ",928," 2,386 ",42," 4,641 ",560,4,6, 57 ,Media,external,reduced_fee,7,1,0,0,1," 40,000 ",1,0,0,0,0,0.001," 2,071 "," 2,021 ",1156,0, -   ,1,0.212041,0.0274," 2,608 "," 6,494 ",5, (10),2
571398,1,33,1,0," 3,136 ",194, 284 ,52," 2,852 ",142," 1,302 ", 847 ,76," 2,032 ",80, 909 ,68,5,15, 9 ,MGM,external,reduced_fee,3,1,0,0,0," 22,600 ",0,0,0,0,0,0.001, 728 , 709 ,966,0, -   ,1,0.240378,0, -   , -   ,0, -   ,0
571399,1,39,1,1, 547 ,32, 1 ,2, 546 ,30, 444 , 72 ,36, 81 ,22, 20 ,4,4,4, 7 ,Unreferred,external,full_fee,2,0,0,0,0," 1,333 ",0,0,0,0,0,0.114, -   , -   ,885,0, -   ,1,1.00461,0, -   , -   ,0, -   ,0
571400,1,38,1,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,3,3, (0),MGM,external,reduced_fee,1,0,0,0,0," 6,133 ",0,0,0,0,0,0, -   , -   ,0,0, -   ,1,0,0, -   , -   ,0, -   ,0
571401,1,35,0,0," 10,748 ",140," 1,350 ",4," 9,398 ",136," 4,187 "," 6,828 ",176," 8,022 ",82," 1,522 ",26,9,62, 7 ,Unreferred,external,no_fee,14,1,0,0,0," 67,600 ",0,3,0,0,0,0," 2,537 "," 2,537 ",1300,0, -   ,1,0.089182,0," 4,136 ", -   ,0, 251 ,2
571402,1,59,1,0," 8,523 ",656," 3,044 ",448," 5,479 ",208, 832 ," 3,499 ",296," 2,174 ",46," 2,546 ",318,7,9, 21 ,Partner,external,no_fee,12,1,0,0,0," 46,933 ",0,0,0,0,0,0," 1,997 "," 1,997 ",1353,0, -   ,1,0.202386,0," 2,199 ", -   ,0, 26 ,2
571403,1,31,0,0, 678 ,222, 355 ,58, 322 ,164, 35 , 145 ,276, 50 ,10, 251 ,74,3,3, 2 ,Search,external,no_fee,19,1,0,0,1," 20,000 ",1,0,0,0,0,0, 425 , 395 ,1144,0, -   ,1,-0.012282,0, -   , -   ,0, -   ,0
571404,1,49,1,0," 29,831 ",1292," 4,133 ",226," 25,700 ",1066," 7,940 "," 16,519 ",1588," 12,286 ",304," 12,299 ",720,0,0, 56 ,MGM,external,full_fee,9,1,0,0,1," 100,000 ",1,0,0,0,0,0," 5,166 "," 5,119 ",1114,0, -   ,1,0.372706,0," 7,773 ", -   ,0, 45 ,3
571405,1,37,1,0," 3,414 ",564, 547 ,148," 2,867 ",416, 316 ," 1,859 ",232," 1,513 ",188, 907 ,200,9,29, (26),Affiliates,external,reduced_fee,6,1,0,0,1," 72,400 ",1,1,0,0,0,0, 892 , 836 ,1114,0, -   ,1,0.01854,0.0162," 7,212 "," 10,929 ",5, 75 ,3
571406,1,38,0,0," 6,922 ",412," 1,022 ",42," 5,900 ",370," 1,431 "," 3,323 ",400," 2,411 ",138," 1,869 ",102,0,0, (57),Partner,spillover,full_fee,85,1,0,0,1," 12,000 ",1,1,0,0,0,0," 1,170 "," 1,162 ",1376,0, -   ,1,0.284473,0.1057," 3,203 "," 1,243 ",2, -   ,0
571407,1,66,0,0, 707 ,102, 194 ,56, 513 ,46, 5 , 438 ,40, -   ,0, 290 ,76,9,54, (33),Paid Search,external,no_fee,7,1,0,0,1," 12,000 ",1,0,0,0,0,0, 930 , 930 ,1376,0, -   ,1,0.00744,0," 1,636 ", -   ,0, 41 ,3
571408,1,42,0,0, 264 ,4, 2 ,2, 262 ,2, -   , 262 ,4, -   ,0, 2 ,2,4,5, 3 ,MGM,spillover,no_fee,1,0,0,0,0, 667 ,0,0,0,0,0,0.016, -   , -   ,764,0, -   ,1,0,0, -   , -   ,0, -   ,0
571409,1,46,0,0," 11,893 ",516," 6,721 ",280," 5,172 ",236, 60 ," 4,799 ",408," 3,333 ",8," 6,159 ",274,9,31, 145 ,Affiliates,spillover,full_fee,45,1,0,0,1," 114,000 ",0,0,0,0,0,0.012," 2,590 "," 2,292 ",965,0, -   ,1,0.354727,0.0429," 2,609 "," 5,798 ",4, -   ,0
571410,2,53,1,0," 2,100 ",236, 897 ,130," 1,203 ",106, 9 , 322 ,88, 489 ,22, 632 ,102,9,173, (28),MGM,external,reduced_fee,3,1,0,0,1," 22,000 ",1,1,1,1,0,0, 574 , 558 ,1019,0, -   ,2,0.12628,0, -   , -   ,0, -   ,0
571411,1,37,1,0," 3,489 ",460, 322 ,124," 3,168 ",336, 380 ," 1,413 ",160," 2,163 ",162, 723 ,168,5,8, (21),MGM,spillover,no_fee,11,1,0,0,1," 26,667 ",1,1,0,0,0,0," 1,610 "," 1,486 ",1353,0, 551 ,1,0.063135,0," 1,901 ", -   ,0, 43 ,2
571412,1,31,1,1," 5,824 ",688, 489 ,196," 5,335 ",492, 753 ," 4,271 ",428," 2,419 ",20, 875 ,246,7,12, 53 ,MGM,external,reduced_fee,13,1,0,0,0, -   ,0,3,0,0,0,0.001," 1,071 ", 989 ,1091,1, 522 ,0,0,0.0462, 287 ," 1,040 ",2, -   ,0
571413,1,32,1,0," 1,292 ",292, 174 ,62," 1,118 ",230, 311 , 519 ,44, 627 ,126, 371 ,82,0,0, 20 ,MGM,external,reduced_fee,3,1,0,0,1," 20,000 ",0,0,0,0,0,0, 209 , 209 ,1178,0, -   ,1,0.022759,0, -   , -   ,0, -   ,0
571414,2,33,0,0," 2,345 ",16, -   ,0," 2,346 ",16," 2,229 ", 116 ,28," 2,229 ",2, 116 ,14,0,0, 76 ,Affiliates,spillover,full_fee,2,0,0,0,0," 6,667 ",0,0,0,0,0,0.185, -   , -   ,827,0, -   ,1,0.861582,0, -   , -   ,0, -   ,0
571415,1,61,0,0, 45 ,4, 45 ,4, -   ,0, -   , -   ,0, -   ,0, 7 ,2,4,5, 0 ,MGM,external,no_fee,1,0,0,0,0," 5,000 ",0,0,0,0,0,0.001, -   , -   ,1147,0, -   ,1,0,0, -   , -   ,0, -   ,0
571416,2,35,0,0," 5,563 ",134," 2,930 ",76," 2,634 ",58," 1,034 "," 1,953 ",16," 1,944 ",6," 3,533 ",102,5,5, 38 ,Media,external,no_fee,44,1,0,0,1," 47,467 ",1,0,0,0,0,0," 2,116 "," 2,112 ",1289,0, -   ,2,0.20762,0, -   , -   ,0, -   ,0
571417,1,47,0,0, 102 ,20, 102 ,20, -   ,0, -   , -   ,0, -   ,0, 65 ,14,4,8, 0 ,Media,external,reduced_fee,2,1,0,0,1," 2,000 ",0,0,0,0,0,0.078, 13 , 13 ,981,0, -   ,1,0.103913,0, -   , -   ,0, -   ,0
571418,1,72,0,0," 2,325 ",106, 586 ,38," 1,739 ",68, 51 , 879 ,108," 1,159 ",14, 983 ,76,9,19, 2 ,Partner,spillover,no_fee,158,1,0,0,1," 35,800 ",1,0,0,0,0,0, 387 , 387 ,1350,0, -   ,1,0.389638,0, 871 , -   ,0, 20 ,2
571419,1,39,0,0," 1,334 ",22, 7 ,2," 1,327 ",20, 216 ," 1,155 ",24, 726 ,4, 185 ,8,4,4, 29 ,Media,external,no_fee,51,1,0,0,1," 26,400 ",0,0,0,0,0,0.022, 542 , 542 ,1045,0, -   ,1,0,0," 3,763 ", -   ,0, 465 ,2
571420,1,42,0,1," 4,087 ",180, 67 ,18," 4,019 ",162," 3,156 "," 3,066 ",156, 577 ,66, 842 ,62,4,4, 188 ,Unreferred,external,reduced_fee,39,1,0,0,0, -   ,1,0,0,0,0,0.001," 2,798 "," 2,773 ",1182,1, 462 ,0,0,0, -   , -   ,0, -   ,0
571421,2,36,0,1," 2,217 ",224, 152 ,42," 2,065 ",182, 302 ," 1,633 ",196, 556 ,50, 603 ,58,15,155, 7 ,MGM,external,full_fee,26,1,0,0,1," 35,600 ",1,3,1,0,0,0.001, 988 , 671 ,1308,1, 280 ,1,0,0, 38 , -   ,0, -   ,0
571422,1,52,1,0," 11,805 ",748," 4,606 ",310," 7,199 ",438, 834 ," 2,778 ",608," 3,508 ",36," 6,748 ",556,6,11, (94),MGM,spillover,full_fee,13,1,1,0,0," 31,867 ",0,2,0,0,0,0," 3,070 "," 2,991 ",1239,0, 79 ,1,0.29328,0.0316," 3,198 "," 2,552 ",2, -   ,0
571423,1,69,0,1," 19,234 ",228," 2,431 ",40," 16,805 ",188," 3,764 "," 6,980 ",144," 5,888 ",118," 10,490 ",86,9,36, (89),MGM,external,full_fee,6,1,0,0,1," 60,000 ",1,0,0,0,0,0," 4,511 "," 4,511 ",1148,0, -   ,1,0.271353,0," 27,645 ", -   ,0, 266 ,2
571424,1,30,0,0," 1,821 ",338, 387 ,56," 1,434 ",282, 429 ," 1,000 ",232, 323 ,70, 743 ,104,6,6, (12),MGM,external,reduced_fee,5,1,0,0,1," 5,000 ",0,0,0,0,0,0.02, 506 , 483 ,963,0, -   ,1,0.811353,0, -   , -   ,0, -   ,0
571425,1,41,0,0," 1,228 ",128, 492 ,56, 736 ,72, 175 , 355 ,92, -   ,0, 937 ,94,4,4, (1),Partner,external,no_fee,117,1,0,0,1," 20,800 ",0,0,0,0,0,0, 357 , 357 ,1277,0, -   ,1,0.065923,0," 2,843 ", -   ,0, 128 ,2
571426,1,37,1,0," 3,873 ",490, 90 ,4," 3,783 ",486, 369 ," 1,831 ",376," 1,528 ",330," 1,193 ",136,9,30, 12 ,Partner,external,no_fee,62,1,0,0,0," 67,200 ",0,0,0,0,0,0," 1,054 "," 1,054 ",1346,0, -   ,1,0.001767,0, -   , -   ,0, -   ,0
571427,1,50,1,0," 5,209 ",396," 2,024 ",210," 3,186 ",186, 878 ," 2,371 ",228," 1,039 ",26," 2,366 ",228,9,67, (23),Unreferred,spillover,full_fee,51,1,0,0,1," 80,000 ",0,1,0,0,0,0," 2,447 "," 2,447 ",1274,0, -   ,1,0.062503,0, -   , -   ,0, -   ,0
571428,1,32,1,0," 2,737 ",294, 665 ,104," 2,072 ",190, 959 ," 1,319 ",124, 267 ,10," 1,666 ",176,4,4, 27 ,Search,external,no_fee,19,1,0,0,1," 11,467 ",1,0,0,0,0,0," 1,016 ", 500 ,1342,0, -   ,1,0.073938,0, -   , -   ,0, -   ,0
571429,1,31,1,0," 1,768 ",532, 921 ,236, 847 ,296, 60 , 623 ,128, 75 ,14," 1,239 ",310,0,0, (2),MGM,external,no_fee,13,1,0,0,1," 52,800 ",0,0,0,0,0,0, 334 , 334 ,1327,0, -   ,1,0.000238,0, -   , -   ,0, -   ,0
571430,1,39,0,0," 1,952 ",290, 295 ,58," 1,657 ",232, 356 , 598 ,164, 391 ,104, 941 ,124,0,0, (34),In House,others,no_fee,47,1,0,1,1," 54,400 ",1,0,0,0,0,0.005," 1,425 "," 1,301 ",1357,0, -   ,1,0.02592,0.2398," 1,580 "," 2,448 ",2, -   ,0
571431,1,38,1,1," 4,182 ",952, 724 ,130," 3,459 ",822, 663 ," 1,349 ",388, 942 ,334," 1,298 ",290,0,0, 93 ,MGM,external,reduced_fee,39,1,0,0,0, -   ,1,0,0,0,0,0," 1,302 "," 1,299 ",1369,1, 699 ,0,0,0, 435 , -   ,0, -   ,2
571432,1,39,0,0," 3,020 ",84, 78 ,4," 2,941 ",80, -   ," 2,126 ",108," 2,499 ",66, 320 ,12,6,8, (42),Partner,external,no_fee,3,1,0,0,0," 24,400 ",0,1,0,0,0,0," 1,014 ", 958 ,1274,0, -   ,1,0,0, -   , -   ,0, -   ,0
571433,2,55,0,0," 2,717 ",174," 1,307 ",124," 1,411 ",50, 122 , 946 ,64, 19 ,2," 1,444 ",112,13,35, (78),MGM,spillover,full_fee,10,1,0,0,1," 84,400 ",1,0,0,0,0,0," 1,263 "," 1,263 ",1376,0, -   ,2,0.024416,0," 3,203 ", -   ,0, 323 ,2
571434,1,33,1,0," 5,783 ",548," 1,775 ",210," 4,008 ",338, 610 ," 1,187 ",200," 1,586 ",100," 2,746 ",240,0,0, 90 ,MGM,external,full_fee,24,1,0,0,1," 52,000 ",0,0,0,0,0,0," 1,732 "," 1,713 ",1228,0, -   ,1,0.10389,0, -   , -   ,0, -   ,0
571435,1,31,0,0," 2,348 ",360, 464 ,78," 1,885 ",282, 215 , 656 ,252, 244 ,32," 1,137 ",92,6,11, 24 ,MGM,spillover,full_fee,10,1,0,0,1," 40,000 ",1,1,1,0,0,0," 1,627 "," 1,058 ",1072,0, -   ,1,0.043205,0, 269 , -   ,0, 1 ,2
571436,1,30,0,0," 1,307 ",434, 233 ,48," 1,074 ",386, 22 , 154 ,40, 193 ,78, 220 ,54,0,0, 7 ,Paid Search,external,no_fee,12,1,0,0,1," 32,000 ",1,0,0,0,0,0, 450 , 450 ,1376,0, -   ,1,0.033545,0," 2,015 ", -   ,0, 150 ,2
571437,1,42,1,0," 27,080 ",1338," 13,307 ",562," 13,774 ",776," 2,155 "," 4,049 ",128," 3,908 ",56," 13,985 ",724,8,11, (35),MGM,external,full_fee,8,1,1,0,1," 48,000 ",1,0,0,0,0,0," 5,732 "," 5,732 ",1083,0, -   ,1,0.280372,0, -   , -   ,0, -   ,0
571438,1,37,0,0," 2,232 ",92, 6 ,2," 2,226 ",90," 1,578 ", 246 ,16, 508 ,44, 26 ,10,0,0, 9 ,Paid Search,external,no_fee,2,0,0,0,0," 10,667 ",0,0,0,0,0,0.007, -   , -   ,0,0, -   ,1,0.24882,0, -   , -   ,0, -   ,0
571439,1,36,1,0," 4,195 ",620, 553 ,160," 3,643 ",460, 140 ," 2,289 ",324," 1,916 ",84," 1,204 ",254,4,4, (40),MGM,spillover,full_fee,11,1,0,0,1," 53,333 ",1,0,0,0,0,0," 1,077 ", 990 ,1235,0, -   ,1,0.03597,0," 3,088 ", -   ,0, 265 ,2
571440,1,49,0,0," 5,229 ",398, 300 ,74," 4,929 ",324, 155 ," 3,974 ",280," 2,907 ",108," 1,033 ",146,9,58, 44 ,MGM,spillover,full_fee,9,1,0,0,1," 120,000 ",0,1,1,0,0,0," 1,323 "," 1,191 ",1239,0, -   ,1,0.021027,0, 255 , -   ,0, -   ,0
571441,1,30,0,0," 2,234 ",594, 365 ,152," 1,869 ",442, 692 ," 1,262 ",24, 289 ,258, 388 ,158,3,3, 35 ,MGM,external,no_fee,12,1,0,0,1," 30,667 ",0,0,0,0,0,0, 649 , 649 ,1140,0, -   ,1,0.0136,0, -   , -   ,0, -   ,0
571442,1,32,0,0," 3,374 ",68, 5 ,2," 3,370 ",66," 1,967 "," 1,808 ",36," 2,501 ",24, 516 ,14,5,6, 10 ,MGM,external,no_fee,5,1,0,0,1," 26,667 ",0,0,0,0,0,0," 1,268 "," 1,268 ",1277,0, -   ,1,0.089667,0," 2,281 ", -   ,0, 3 ,2
571443,1,51,1,0," 5,981 ",344," 4,817 ",282," 1,164 ",62, 23 , 957 ,76, -   ,0," 3,506 ",310,4,5, (7),Partner,external,no_fee,9,1,0,0,0," 26,000 ",0,0,0,0,0,0," 1,962 "," 1,962 ",1342,0, -   ,1,0.033026,0, -   , -   ,0, -   ,0
571444,1,31,1,0, 98 ,26, 12 ,12, 86 ,14, 4 , 70 ,24, -   ,0, 32 ,16,0,0, 1 ,MGM,external,no_fee,1,0,0,0,0," 1,333 ",0,0,0,0,0,0.036, -   , -   ,0,0, -   ,1,0.067495,0, -   , -   ,0, -   ,0
571445,1,42,0,0, 8 ,2, -   ,0, 8 ,2, 8 , 8 ,4, 8 ,2, -   ,0,5,5, (0),MGM,spillover,reduced_fee,3,1,0,0,0," 10,000 ",0,0,0,0,0,0, 22 , 22 ,1270,0, 2 ,1,0,0, -   , -   ,0, -   ,0
571446,1,34,0,0," 4,624 ",1498, 606 ,284," 4,018 ",1214," 1,237 "," 1,808 ",712," 1,512 ",412," 1,200 ",358,7,8, 75 ,MGM,external,reduced_fee,21,1,0,0,0, -   ,0,0,0,0,0,0.002," 1,490 "," 1,490 ",1156,1, 707 ,0,0,0.1902," 1,612 "," 1,432 ",3, -   ,0
571447,1,45,1,0," 1,267 ",84, 852 ,54, 415 ,30, 70 , 580 ,28, 215 ,6, 889 ,58,4,5, (27),Affiliates,external,no_fee,3,1,0,0,0," 16,000 ",0,0,0,0,0,0, 732 , 684 ,1331,0, -   ,1,0,0, -   , -   ,0, -   ,0
571448,1,51,0,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,3,3, (1),Unreferred,external,full_fee,1,0,0,0,0," 1,000 ",0,0,0,0,0,0, -   , -   ,0,0, -   ,1,0,0, -   , -   ,0, -   ,0
571449,1,33,0,1, 17 ,2, -   ,0, 17 ,2, 17 , 17 ,4, -   ,0, 17 ,2,6,21, 55 ,,,full_fee,14,1,0,0,0, -   ,1,1,0,0,0,0, 579 , 578 ,1266,1, 82 ,0,0,0, 75 , -   ,0, 3 ,2
571450,1,34,1,0," 4,151 ",744," 1,324 ",280," 2,828 ",464, 409 ," 2,347 ",212," 1,187 ",232," 1,856 ",310,7,11, (6),In House,others,no_fee,9,1,0,0,1," 16,000 ",1,2,0,0,0,0," 1,008 ", 943 ,1137,0, 113 ,1,0.292617,0," 1,088 ", -   ,0, 85 ,2
571451,1,37,0,0," 1,598 ",190, 49 ,14," 1,549 ",176, 248 ," 1,144 ",220, 639 ,26, 703 ,118,4,4, 1 ,Unreferred,external,no_fee,24,1,0,0,1," 28,000 ",0,1,0,0,0,0, 855 , 853 ,1228,0, -   ,1,-0.000831,0, -   , -   ,0, -   ,0
571452,1,35,0,0," 2,369 ",80, 359 ,34," 2,010 ",46, 129 ," 1,763 ",44," 1,272 ",14, 867 ,44,3,3, (18),Direct,spillover,full_fee,19,1,0,0,1," 87,067 ",0,0,0,0,0,0," 1,170 "," 1,170 ",1312,0, -   ,1,0.044564,0, -   , -   ,0, -   ,0
571453,1,32,0,1," 1,401 ",68, 26 ,2," 1,375 ",66, 67 , 795 ,104, 125 ,8, 526 ,16,6,80, (53),MGM,spillover,full_fee,2,1,0,0,0," 6,667 ",0,3,2,0,0,0.001," 1,456 "," 1,386 ",1281,1, 147 ,0,0,0, -   , -   ,0, -   ,0
571454,1,51,0,0, 320 ,20, 11 ,2, 309 ,18, -   , 54 ,4, 17 ,2, 176 ,8,4,7, 4 ,Paid Search,external,full_fee,,,,,, -   ,,,,,,0.02, -   , -   ,0,1, -   ,0,0,0, -   , -   ,0, -   ,0
571455,2,51,0,0, 741 ,42, 50 ,10, 691 ,32, 29 , 620 ,52, 522 ,4, 71 ,14,13,25, (31),,spillover,full_fee,128,1,0,0,1," 33,600 ",1,0,0,0,0,0.001," 2,537 "," 1,254 ",992,1, 373 ,1,-0.001883,0, -   , -   ,0, -   ,0
571456,2,65,1,0," 4,103 ",560, 934 ,206," 3,170 ",354, 709 ," 1,273 ",296," 1,359 ",94," 1,374 ",260,15,111, 94 ,Partner,external,no_fee,54,1,0,0,1," 84,000 ",0,0,0,0,0,0," 1,693 "," 1,672 ",1376,0, -   ,2,0.059012,0, 592 , -   ,0, 44 ,2
571457,1,64,1,1," 7,150 ",870," 4,567 ",628," 2,584 ",242, 276 ," 2,129 ",292, 148 ,20," 5,650 ",724,0,0, 103 ,Affiliates,spillover,reduced_fee,18,1,0,0,0, -   ,1,0,0,0,0,0," 2,304 "," 2,285 ",1300,1, 833 ,0,0,0, -   , -   ,0, -   ,0
571458,2,59,1,1," 4,897 ",308," 1,081 ",124," 3,816 ",184, 307 ," 3,212 ",228," 2,804 ",40," 1,625 ",202,5,5, 8 ,Email,others,full_fee,22,1,0,0,1," 50,000 ",0,0,0,0,0,0.034," 1,101 "," 1,091 ",1091,1, 47 ,1,0.063073,0," 5,263 ", -   ,0, 112 ,3
571459,1,33,0,0, 930 ,50, 22 ,6, 908 ,44, 426 , 335 ,28, 648 ,26, 169 ,8,0,0, 30 ,Partner,external,no_fee,15,1,0,0,0," 53,600 ",1,0,0,0,0,0, 485 , 485 ,1350,0, -   ,1,0.03506,0.2857," 1,436 ", 133 ,2, -   ,0
571460,1,34,0,0," 3,295 ",228, 434 ,62," 2,862 ",166," 1,134 "," 1,004 ",32," 1,076 ",24, 918 ,80,5,6, 73 ,MGM,spillover,no_fee,9,1,0,1,1," 93,333 ",0,0,0,0,0,0," 1,149 "," 1,149 ",1289,0, -   ,1,0.200326,0.491, 250 , 28 ,2, -   ,0
571461,1,36,1,1," 3,621 ",294," 1,046 ",82," 2,575 ",212, 963 ," 1,522 ",320," 1,043 ",52," 1,543 ",160,4,4, (93),MGM,spillover,full_fee,8,1,0,0,1," 79,867 ",1,1,0,0,0,0," 1,207 "," 1,207 ",1369,0, -   ,1,0.04642,0, -   , -   ,0, -   ,0
571462,3,49,0,1," 19,607 ",1118," 1,602 ",172," 18,006 ",946," 1,689 "," 16,131 ",1032," 1,493 ",234," 1,873 ",268,18,108, (127),MGM,spillover,full_fee,10,1,0,0,1," 74,667 ",0,2,1,1,0,0," 4,217 "," 4,217 ",1350,0, -   ,3,0.160603,0," 26,630 ", -   ,0," 1,170 ",2
571463,1,43,1,0," 70,523 ",1442," 8,891 ",700," 61,636 ",742," 4,629 "," 15,467 ",588," 10,437 ",70," 54,976 ",962,4,5, 722 ,MGM,external,full_fee,8,1,0,0,0, -   ,1,2,2,0,0,0," 24,074 "," 24,004 ",1334,1," 7,196 ",0,0,0," 3,985 ", -   ,0, 10 ,2
571464,1,52,0,0, 357 ,42, 342 ,32, 15 ,10, -   , -   ,0, -   ,0, 199 ,30,3,3, 2 ,MGM,external,reduced_fee,3,1,0,0,1," 4,000 ",0,0,0,0,0,0.007, 127 , 127 ,1072,0, -   ,1,0.060835,0, -   , -   ,0, -   ,0
571465,1,36,1,1," 2,291 ",190, 671 ,78," 1,620 ",112, 72 ," 1,001 ",176, 729 ,8," 1,039 ",120,5,33, (89),MGM,external,full_fee,3,1,0,0,0," 19,800 ",0,0,0,0,0,0," 1,132 "," 1,052 ",1182,0, -   ,1,0.005134,0, -   , -   ,0, -   ,0
571466,1,32,0,0," 7,813 ",228," 1,168 ",42," 6,645 ",186," 5,003 "," 3,833 ",172," 4,291 ",60," 1,919 ",92,0,0, 173 ,MGM,external,reduced_fee,10,1,0,0,1," 28,000 ",0,0,0,0,0,0," 1,648 "," 1,648 ",1243,0, -   ,1,0.277859,0, 278 , -   ,0, -   ,0
571467,1,46,0,0, 135 ,4, -   ,0, 135 ,4, -   , 135 ,8, 123 ,2, 12 ,2,4,7, 2 ,Unreferred,external,full_fee,1,0,0,0,0," 10,000 ",0,0,0,0,0,0.004, -   , -   ,0,0, -   ,1,0.016546,0, -   , -   ,0, -   ,0
571468,1,36,1,0," 3,096 ",842, 887 ,330," 2,209 ",512, 266 ," 1,069 ",200, 350 ,222," 1,573 ",388,4,5, (13),MGM,external,reduced_fee,6,1,0,0,1," 20,000 ",0,0,0,0,0,0, 681 , 625 ,1156,0, -   ,1,0.282932,0, -   , -   ,0, -   ,0
571469,1,62,1,0," 1,067 ",92, 621 ,60, 447 ,32, 114 , 298 ,56, -   ,0, 915 ,76,5,11, (36),Partner,external,no_fee,3,1,0,0,1," 4,800 ",0,0,0,0,0,0, 462 , 451 ,1237,0, -   ,1,0.108779,0, -   , -   ,0, -   ,0
571470,2,45,1,0," 11,775 ",1010, 871 ,196," 10,905 ",814, 369 ," 3,013 ",348," 2,206 ",376," 2,527 ",324,5,5, 47 ,Unreferred,external,no_fee,12,1,1,0,1," 72,000 ",1,0,0,0,0,0," 2,238 "," 2,238 ",1296,0, -   ,2,0.022737,0," 3,274 ", -   ,0, 557 ,2
571471,3,49,0,0," 2,742 ",316, 131 ,26," 2,612 ",290, 494 ," 2,440 ",560, 312 ,8, 485 ,136,18,63, (5),Partner,spillover,no_fee,83,1,0,0,1," 44,400 ",0,0,0,0,0,0.005, 898 , 858 ,1372,1, 399 ,1,0,0," 1,210 ", -   ,0, 30 ,2
571472,1,41,0,0," 3,288 ",226, 401 ,50," 2,887 ",176, 131 , 845 ,40," 1,505 ",78, 882 ,70,9,34, 3 ,Non-PDB (Personalized),external,no_fee,82,1,0,0,0," 46,400 ",0,0,0,0,0,0," 1,230 "," 1,155 ",1228,0, -   ,1,0.021445,0," 1,260 ", -   ,0, (1),2
571473,2,39,1,0," 3,372 ",532," 1,013 ",194," 2,359 ",338, 426 ," 1,642 ",204, 498 ,158," 2,398 ",296,5,5, (11),Search,external,no_fee,35,1,0,0,1," 58,800 ",1,1,1,0,0,0," 1,016 ", 993 ,1376,0, -   ,2,0.007238,0, -   , -   ,0, -   ,0
571474,1,33,0,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,4,6, (0),MGM,external,full_fee,1,0,0,0,0," 6,667 ",0,0,0,0,0,0, -   , -   ,0,0, -   ,1,0,0, -   , -   ,0, -   ,0
571475,2,51,1,0," 13,078 ",1128," 3,585 ",630," 9,493 ",498," 3,770 "," 5,700 ",484," 6,195 ",52," 4,799 ",700,9,17, 189 ,Direct,spillover,reduced_fee,154,1,0,0,1," 140,000 ",1,0,0,0,0,0," 4,874 "," 4,801 ",1194,0, -   ,2,0.058182,0.0162," 12,440 "," 7,193 ",3," 2,083 ",3
